date,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ITC.NS,LT.NS,SUNPHARMA.NS
2024-05-24,1462.6119384765625,3568.1318359375,736.3046875,1350.15283203125,380.12799072265625,3529.899169921875,1454.9993896484375
2024-05-25,1462.6119384765625,3568.1318359375,736.3046875,1350.15283203125,380.12799072265625,3529.899169921875,1454.9993896484375
2024-05-26,1462.6119384765625,3568.1318359375,736.3046875,1350.15283203125,380.12799072265625,3529.899169921875,1454.9993896484375
2024-05-27,1448.77880859375,3565.86083984375,741.4004516601562,1355.91259765625,376.0321350097656,3555.30810546875,1434.7900390625
2024-05-28,1438.8485107421875,3559.233154296875,742.75927734375,1351.9500732421875,373.8535461425781,3561.343994140625,1433.664306640625
2024-05-29,1423.607421875,3525.632568359375,731.9854736328125,1337.1131591796875,375.5528259277344,3538.563720703125,1447.414794921875
2024-05-30,1407.8720703125,3463.0205078125,735.1642456054688,1315.4569091796875,369.3655090332031,3538.466064453125,1427.9879150390625
2024-05-31,1413.3560791015625,3402.63232421875,743.268798828125,1322.459716796875,371.63128662109375,3572.150390625,1428.673095703125
2024-06-01,1413.3560791015625,3402.63232421875,743.268798828125,1322.459716796875,371.63128662109375,3572.150390625,1428.673095703125
2024-06-02,1413.3560791015625,3402.63232421875,743.268798828125,1322.459716796875,371.63128662109375,3572.150390625,1428.673095703125
2024-06-03,1492.32861328125,3432.20068359375,762.9964599609375,1321.519775390625,375.0299682617188,3793.96728515625,1422.067138671875
2024-06-04,1380.625732421875,3443.462646484375,719.7800903320312,1310.0048828125,368.496826171875,3313.095703125,1399.3616943359375
2024-06-05,1403.821044921875,3472.61376953125,753.0962524414062,1344.2672119140625,381.8983459472656,3318.741943359375,1455.5867919921875
2024-06-06,1414.541748046875,3550.427734375,756.9301147460938,1383.8876953125,386.4246215820313,3390.3447265625,1441.2979736328125
2024-06-07,1452.4346923828125,3609.332275390625,763.5545043945312,1441.555419921875,389.75286865234375,3438.97216796875,1474.7198486328125
2024-06-08,1452.4346923828125,3609.332275390625,763.5545043945312,1441.555419921875,389.75286865234375,3438.97216796875,1474.7198486328125
2024-06-09,1452.4346923828125,3609.332275390625,763.5545043945312,1441.555419921875,389.75286865234375,3438.97216796875,1474.7198486328125
2024-06-10,1453.867431640625,3576.65869140625,757.7067260742188,1409.737060546875,387.75592041015625,3449.92431640625,1480.8365478515625
2024-06-11,1439.31787109375,3570.54150390625,759.4052734375,1405.9769287109375,384.2946166992188,3503.419189453125,1467.771484375
2024-06-12,1445.888671875,3551.586181640625,763.9428100585938,1396.060302734375,383.67333984375,3534.182861328125,1474.7198486328125
2024-06-13,1447.790771484375,3594.687255859375,767.1458740234375,1404.28515625,381.8983459472656,3605.590576171875,1478.585693359375
2024-06-14,1459.944091796875,3551.95703125,774.9835205078125,1399.5382080078125,382.6527099609375,3590.160400390625,1483.6748046875
2024-06-15,1459.944091796875,3551.95703125,774.9835205078125,1399.5382080078125,382.6527099609375,3590.160400390625,1483.6748046875
2024-06-16,1459.944091796875,3551.95703125,774.9835205078125,1399.5382080078125,382.6527099609375,3590.160400390625,1483.6748046875
2024-06-17,1459.944091796875,3551.95703125,774.9835205078125,1399.5382080078125,382.6527099609375,3590.160400390625,1483.6748046875
2024-06-18,1463.377685546875,3536.24609375,780.2733764648438,1408.280029296875,380.5226745605469,3591.523193359375,1488.5194091796875
2024-06-19,1441.2694091796875,3523.825439453125,804.5628051757812,1420.6407470703125,375.9963684082031,3494.901123046875,1471.9307861328125
